row_id,order_id,order_date,ship_date,ship_mode,customer_id,customer_name,segment,country,city,state,postal_code,region,product_id,category,sub_category,product_name,sales,quantity,discount,profit,sales_value_tier,order_month,order_year
43,CA-2016-101343,2016-07-17,2016-07-22,Standard Class,RA-19885,Ruben Ausman,Corporate,United States,Los Angeles,California,90049,West,OFF-ST-10003479,OFFICE SUPPLIES,Storage,"Eldon Base for stackable storage shelf, platinum",77.88,2,0.0,3.89,Low,7,2016
45,CA-2016-118255,2016-03-11,2016-03-13,First Class,ON-18715,Odella Nelson,Corporate,United States,Eagan,Minnesota,55122,Central,TEC-AC-10000171,TECHNOLOGY,Accessories,"Verbatim 25 GB 6x Blu-ray Single Layer Recordable Disc, 25/Pack",45.98,2,0.0,19.77,Low,3,2016
46,CA-2016-118255,2016-03-11,2016-03-13,First Class,ON-18715,Odella Nelson,Corporate,United States,Eagan,Minnesota,55122,Central,OFF-BI-10003291,OFFICE SUPPLIES,Binders,Wilson Jones Leather-Like Binders with DublLock Round Rings,17.46,2,0.0,8.21,Low,3,2016
48,CA-2016-169194,2016-06-20,2016-06-25,Standard Class,LH-16900,Lena Hernandez,Consumer,United States,Dover,Delaware,19901,East,TEC-AC-10002167,TECHNOLOGY,Accessories,Imation�8gb Micro Traveldrive Usb 2.0�Flash Drive,45.0,3,0.0,4.95,Low,6,2016
49,CA-2016-169194,2016-06-20,2016-06-25,Standard Class,LH-16900,Lena Hernandez,Consumer,United States,Dover,Delaware,19901,East,TEC-PH-10003988,TECHNOLOGY,Phones,"LF Elite 3D Dazzle Designer Hard Case Cover, Lf Stylus Pen and Wiper For Apple Iphone 5c Mini Lite",21.8,2,0.0,6.1,Low,6,2016
54,CA-2016-105816,2016-12-11,2016-12-17,Standard Class,JM-15265,Janet Molinari,Corporate,United States,New York City,New York,10024,East,OFF-FA-10000304,OFFICE SUPPLIES,Fasteners,Advantus Push Pins,15.26,7,0.0,6.26,Low,12,2016
55,CA-2016-105816,2016-12-11,2016-12-17,Standard Class,JM-15265,Janet Molinari,Corporate,United States,New York City,New York,10024,East,TEC-PH-10002447,TECHNOLOGY,Phones,AT&T CL83451 4-Handset Telephone,1029.95,5,0.0,298.69,High,12,2016
56,CA-2016-111682,2016-06-17,2016-06-18,First Class,TB-21055,Ted Butterfield,Consumer,United States,Troy,New York,12180,East,OFF-ST-10000604,OFFICE SUPPLIES,Storage,Home/Office Personal File Carts,208.56,6,0.0,52.14,Medium,6,2016
57,CA-2016-111682,2016-06-17,2016-06-18,First Class,TB-21055,Ted Butterfield,Consumer,United States,Troy,New York,12180,East,OFF-PA-10001569,OFFICE SUPPLIES,Paper,Xerox 232,32.4,5,0.0,15.55,Low,6,2016
58,CA-2016-111682,2016-06-17,2016-06-18,First Class,TB-21055,Ted Butterfield,Consumer,United States,Troy,New York,12180,East,FUR-CH-10003968,FURNITURE,Chairs,Novimex Turbo Task Chair,319.41,5,0.1,7.1,Medium,6,2016
59,CA-2016-111682,2016-06-17,2016-06-18,First Class,TB-21055,Ted Butterfield,Consumer,United States,Troy,New York,12180,East,OFF-PA-10000587,OFFICE SUPPLIES,Paper,"Array Parchment Paper, Assorted Colors",14.56,2,0.0,6.99,Low,6,2016
60,CA-2016-111682,2016-06-17,2016-06-18,First Class,TB-21055,Ted Butterfield,Consumer,United States,Troy,New York,12180,East,TEC-AC-10002167,TECHNOLOGY,Accessories,Imation�8gb Micro Traveldrive Usb 2.0�Flash Drive,30.0,2,0.0,3.3,Low,6,2016
61,CA-2016-111682,2016-06-17,2016-06-18,First Class,TB-21055,Ted Butterfield,Consumer,United States,Troy,New York,12180,East,OFF-BI-10001460,OFFICE SUPPLIES,Binders,Plastic Binding Combs,48.48,4,0.2,16.36,Low,6,2016
62,CA-2016-111682,2016-06-17,2016-06-18,First Class,TB-21055,Ted Butterfield,Consumer,United States,Troy,New York,12180,East,OFF-AR-10001868,OFFICE SUPPLIES,Art,Prang Dustless Chalk Sticks,1.68,1,0.0,0.84,Low,6,2016
70,CA-2016-119823,2016-06-04,2016-06-06,First Class,KD-16270,Karen Daniels,Consumer,United States,Springfield,Virginia,22153,South,OFF-PA-10000482,OFFICE SUPPLIES,Paper,"Snap-A-Way Black Print Carbonless Ruled Speed Letter, Triplicate",75.88,2,0.0,35.66,Low,6,2016
71,CA-2016-106075,2016-09-18,2016-09-23,Standard Class,HM-14980,Henry MacAllister,Consumer,United States,New York City,New York,10009,East,OFF-BI-10004654,OFFICE SUPPLIES,Binders,Avery Binding System Hidden Tab Executive Style Index Sets,4.62,1,0.2,1.73,Low,9,2016
80,CA-2016-127208,2016-06-12,2016-06-15,First Class,SC-20770,Stewart Carmichael,Corporate,United States,Decatur,Alabama,35601,South,OFF-AP-10002118,OFFICE SUPPLIES,Appliances,"1.7 Cubic Foot Compact \"Cube\" Office Refrigerators",208.16,1,0.0,56.2,Medium,6,2016
81,CA-2016-127208,2016-06-12,2016-06-15,First Class,SC-20770,Stewart Carmichael,Corporate,United States,Decatur,Alabama,35601,South,OFF-BI-10002309,OFFICE SUPPLIES,Binders,Avery Heavy-Duty EZD  Binder With Locking Rings,16.74,3,0.0,8.04,Low,6,2016
89,CA-2016-159695,2016-04-05,2016-04-10,Second Class,GM-14455,Gary Mitchum,Home Office,United States,Houston,Texas,77095,Central,OFF-ST-10003442,OFFICE SUPPLIES,Storage,Eldon Portable Mobile Manager,158.37,7,0.2,13.86,Medium,4,2016
90,CA-2016-109806,2016-09-17,2016-09-22,Standard Class,JS-15685,Jim Sink,Corporate,United States,Los Angeles,California,90036,West,OFF-AR-10004930,OFFICE SUPPLIES,Art,Turquoise Lead Holder with Pocket Clip,20.1,3,0.0,6.63,Low,9,2016
91,CA-2016-109806,2016-09-17,2016-09-22,Standard Class,JS-15685,Jim Sink,Corporate,United States,Los Angeles,California,90036,West,TEC-PH-10004093,TECHNOLOGY,Phones,Panasonic Kx-TS550,73.58,2,0.2,8.28,Low,9,2016
92,CA-2016-109806,2016-09-17,2016-09-22,Standard Class,JS-15685,Jim Sink,Corporate,United States,Los Angeles,California,90036,West,OFF-PA-10000304,OFFICE SUPPLIES,Paper,Xerox 1995,6.48,1,0.0,3.11,Low,9,2016
99,CA-2016-149223,2016-09-06,2016-09-11,Standard Class,ER-13855,Elpida Rittenbach,Corporate,United States,Saint Paul,Minnesota,55106,Central,OFF-AP-10000358,OFFICE SUPPLIES,Appliances,Fellowes Basic Home/Office Series Surge Protectors,77.88,6,0.0,22.59,Low,9,2016
100,CA-2016-158568,2016-08-29,2016-09-02,Standard Class,RB-19465,Rick Bensley,Home Office,United States,Chicago,Illinois,60610,Central,OFF-PA-10003256,OFFICE SUPPLIES,Paper,Avery Personal Creations Heavyweight Cards,64.62,7,0.2,22.62,Low,8,2016
101,CA-2016-158568,2016-08-29,2016-09-02,Standard Class,RB-19465,Rick Bensley,Home Office,United States,Chicago,Illinois,60610,Central,TEC-AC-10001767,TECHNOLOGY,Accessories,SanDisk Ultra 64 GB MicroSDHC Class 10 Memory Card,95.98,3,0.2,-10.8,Low,8,2016
102,CA-2016-158568,2016-08-29,2016-09-02,Standard Class,RB-19465,Rick Bensley,Home Office,United States,Chicago,Illinois,60610,Central,OFF-BI-10002609,OFFICE SUPPLIES,Binders,Avery Hidden Tab Dividers for Binding Systems,1.79,3,0.8,-3.04,Low,8,2016
103,CA-2016-129903,2016-12-01,2016-12-04,Second Class,GZ-14470,Gary Zandusky,Consumer,United States,Rochester,Minnesota,55901,Central,OFF-PA-10004040,OFFICE SUPPLIES,Paper,Universal Premium White Copier/Laser Paper (20Lb. and 87 Bright),23.92,4,0.0,11.72,Low,12,2016
112,CA-2016-128867,2016-11-03,2016-11-10,Standard Class,CL-12565,Clay Ludtke,Consumer,United States,Urbandale,Iowa,50322,Central,OFF-AR-10000380,OFFICE SUPPLIES,Art,"Hunt PowerHouse Electric Pencil Sharpener, Blue",75.96,2,0.0,22.79,Low,11,2016
113,CA-2016-128867,2016-11-03,2016-11-10,Standard Class,CL-12565,Clay Ludtke,Consumer,United States,Urbandale,Iowa,50322,Central,OFF-BI-10003981,OFFICE SUPPLIES,Binders,"Avery Durable Plastic 1\" Binders",27.24,6,0.0,13.35,Low,11,2016
120,CA-2016-103730,2016-06-12,2016-06-15,First Class,SC-20725,Steven Cartwright,Consumer,United States,Wilmington,Delaware,19805,East,FUR-FU-10002157,FURNITURE,Furnishings,Artistic Insta-Plaque,47.04,3,0.0,18.35,Low,6,2016
121,CA-2016-103730,2016-06-12,2016-06-15,First Class,SC-20725,Steven Cartwright,Consumer,United States,Wilmington,Delaware,19805,East,OFF-BI-10003910,OFFICE SUPPLIES,Binders,DXL Angle-View Binders with Locking Rings by Samsill,30.84,4,0.0,13.88,Low,6,2016
122,CA-2016-103730,2016-06-12,2016-06-15,First Class,SC-20725,Steven Cartwright,Consumer,United States,Wilmington,Delaware,19805,East,OFF-ST-10000777,OFFICE SUPPLIES,Storage,"Companion Letter/Legal File, Black",226.56,6,0.0,63.44,Medium,6,2016
123,CA-2016-103730,2016-06-12,2016-06-15,First Class,SC-20725,Steven Cartwright,Consumer,United States,Wilmington,Delaware,19805,East,OFF-EN-10002500,OFFICE SUPPLIES,Envelopes,Globe Weis Peel & Seel First Class Envelopes,115.02,9,0.0,51.76,Low,6,2016
124,CA-2016-103730,2016-06-12,2016-06-15,First Class,SC-20725,Steven Cartwright,Consumer,United States,Wilmington,Delaware,19805,East,TEC-PH-10003875,TECHNOLOGY,Phones,KLD Oscar II Style Snap-on Ultra Thin Side Flip Synthetic Leather Cover Case for HTC One HTC M7,68.04,7,0.0,19.73,Low,6,2016
129,US-2016-125969,2016-11-06,2016-11-10,Second Class,LS-16975,Lindsay Shagiari,Home Office,United States,Los Angeles,California,90004,West,FUR-CH-10001146,FURNITURE,Chairs,"Global Task Chair, Black",81.42,2,0.2,-9.16,Low,11,2016
130,US-2016-125969,2016-11-06,2016-11-10,Second Class,LS-16975,Lindsay Shagiari,Home Office,United States,Los Angeles,California,90004,West,FUR-FU-10003773,FURNITURE,Furnishings,Eldon Cleatmat Plus Chair Mats for High Pile Carpets,238.56,3,0.0,26.24,Medium,11,2016
134,CA-2016-145583,2016-10-13,2016-10-19,Standard Class,LC-16885,Lena Creighton,Consumer,United States,Roseville,California,95661,West,OFF-PA-10001804,OFFICE SUPPLIES,Paper,Xerox 195,20.04,3,0.0,9.62,Low,10,2016
135,CA-2016-145583,2016-10-13,2016-10-19,Standard Class,LC-16885,Lena Creighton,Consumer,United States,Roseville,California,95661,West,OFF-PA-10001736,OFFICE SUPPLIES,Paper,Xerox 1880,35.44,1,0.0,16.66,Low,10,2016
136,CA-2016-145583,2016-10-13,2016-10-19,Standard Class,LC-16885,Lena Creighton,Consumer,United States,Roseville,California,95661,West,OFF-AR-10001149,OFFICE SUPPLIES,Art,"Sanford Colorific Colored Pencils, 12/Box",11.52,4,0.0,3.46,Low,10,2016
137,CA-2016-145583,2016-10-13,2016-10-19,Standard Class,LC-16885,Lena Creighton,Consumer,United States,Roseville,California,95661,West,OFF-FA-10002988,OFFICE SUPPLIES,Fasteners,Ideal Clamps,4.02,2,0.0,1.97,Low,10,2016
138,CA-2016-145583,2016-10-13,2016-10-19,Standard Class,LC-16885,Lena Creighton,Consumer,United States,Roseville,California,95661,West,OFF-BI-10004781,OFFICE SUPPLIES,Binders,GBC Wire Binding Strips,76.18,3,0.2,26.66,Low,10,2016
139,CA-2016-145583,2016-10-13,2016-10-19,Standard Class,LC-16885,Lena Creighton,Consumer,United States,Roseville,California,95661,West,OFF-SU-10001218,OFFICE SUPPLIES,Supplies,Fiskars Softgrip Scissors,65.88,6,0.0,18.45,Low,10,2016
140,CA-2016-145583,2016-10-13,2016-10-19,Standard Class,LC-16885,Lena Creighton,Consumer,United States,Roseville,California,95661,West,FUR-FU-10001706,FURNITURE,Furnishings,Longer-Life Soft White Bulbs,43.12,14,0.0,20.7,Low,10,2016
141,CA-2016-110366,2016-09-05,2016-09-07,Second Class,JD-15895,Jonathan Doherty,Corporate,United States,Philadelphia,Pennsylvania,19140,East,FUR-FU-10004848,FURNITURE,Furnishings,"Howard Miller 13-3/4\" Diameter Brushed Chrome Round Wall Clock",82.8,2,0.2,10.35,Low,9,2016
148,CA-2016-114489,2016-12-05,2016-12-09,Standard Class,JE-16165,Justin Ellison,Corporate,United States,Franklin,Wisconsin,53132,Central,TEC-PH-10000215,TECHNOLOGY,Phones,Plantronics Cordless�Phone Headset�with In-line Volume - M214C,384.45,11,0.0,103.8,Medium,12,2016
149,CA-2016-114489,2016-12-05,2016-12-09,Standard Class,JE-16165,Justin Ellison,Corporate,United States,Franklin,Wisconsin,53132,Central,TEC-PH-10001448,TECHNOLOGY,Phones,Anker Astro 15000mAh USB Portable Charger,149.97,3,0.0,6.0,Low,12,2016
150,CA-2016-114489,2016-12-05,2016-12-09,Standard Class,JE-16165,Justin Ellison,Corporate,United States,Franklin,Wisconsin,53132,Central,FUR-CH-10000454,FURNITURE,Chairs,"Hon Deluxe Fabric Upholstered Stacking Chairs, Rounded Back",1951.84,8,0.0,585.55,High,12,2016
151,CA-2016-114489,2016-12-05,2016-12-09,Standard Class,JE-16165,Justin Ellison,Corporate,United States,Franklin,Wisconsin,53132,Central,OFF-BI-10002735,OFFICE SUPPLIES,Binders,GBC Prestige Therm-A-Bind Covers,171.55,5,0.0,80.63,Medium,12,2016
152,CA-2016-158834,2016-03-13,2016-03-16,First Class,TW-21025,Tamara Willingham,Home Office,United States,Scottsdale,Arizona,85254,West,OFF-AP-10000326,OFFICE SUPPLIES,Appliances,Belkin 7 Outlet SurgeMaster Surge Protector with Phone Protection,157.92,5,0.2,17.77,Medium,3,2016
153,CA-2016-158834,2016-03-13,2016-03-16,First Class,TW-21025,Tamara Willingham,Home Office,United States,Scottsdale,Arizona,85254,West,TEC-PH-10001254,TECHNOLOGY,Phones,Jabra BIZ 2300 Duo QD Duo Corded�Headset,203.18,2,0.2,15.24,Medium,3,2016
159,CA-2016-114104,2016-11-20,2016-11-24,Standard Class,NP-18670,Nora Paige,Consumer,United States,Edmond,Oklahoma,73034,Central,OFF-LA-10002475,OFFICE SUPPLIES,Labels,Avery 519,14.62,2,0.0,6.87,Low,11,2016
160,CA-2016-114104,2016-11-20,2016-11-24,Standard Class,NP-18670,Nora Paige,Consumer,United States,Edmond,Oklahoma,73034,Central,TEC-PH-10004536,TECHNOLOGY,Phones,Avaya 5420 Digital phone,944.93,7,0.0,236.23,High,11,2016
161,CA-2016-162733,2016-05-11,2016-05-12,First Class,TT-21070,Ted Trevino,Consumer,United States,Los Angeles,California,90045,West,OFF-PA-10002751,OFFICE SUPPLIES,Paper,Xerox 1920,5.98,1,0.0,2.69,Low,5,2016
163,CA-2016-154508,2016-11-16,2016-11-20,Standard Class,RD-19900,Ruben Dartt,Consumer,United States,Carlsbad,New Mexico,88220,West,OFF-EN-10001990,OFFICE SUPPLIES,Envelopes,Staple envelope,28.4,5,0.0,13.35,Low,11,2016
164,CA-2016-113817,2016-11-07,2016-11-11,Standard Class,MJ-17740,Max Jones,Consumer,United States,Seattle,Washington,98115,West,OFF-BI-10004002,OFFICE SUPPLIES,Binders,Wilson Jones International Size A4 Ring Binders,27.68,2,0.2,9.69,Low,11,2016
186,CA-2016-105018,2016-11-28,2016-12-02,Standard Class,SK-19990,Sally Knutson,Consumer,United States,Fairfield,Connecticut,6824,East,OFF-BI-10001890,OFFICE SUPPLIES,Binders,Avery Poly Binder Pockets,7.16,2,0.0,3.44,Low,11,2016
188,CA-2016-157000,2016-07-16,2016-07-22,Standard Class,AM-10360,Alice McCarthy,Corporate,United States,Grand Prairie,Texas,75051,Central,OFF-ST-10001328,OFFICE SUPPLIES,Storage,"Personal Filing Tote with Lid, Black/Gray",37.22,3,0.2,3.72,Low,7,2016
189,CA-2016-157000,2016-07-16,2016-07-22,Standard Class,AM-10360,Alice McCarthy,Corporate,United States,Grand Prairie,Texas,75051,Central,OFF-PA-10001950,OFFICE SUPPLIES,Paper,Southworth 25% Cotton Antique Laid Paper & Envelopes,20.02,3,0.2,6.26,Low,7,2016
218,CA-2016-130162,2016-10-28,2016-11-01,Standard Class,JH-15910,Jonathan Howell,Consumer,United States,Los Angeles,California,90032,West,OFF-ST-10001328,OFFICE SUPPLIES,Storage,"Personal Filing Tote with Lid, Black/Gray",93.06,6,0.0,26.06,Low,10,2016
219,CA-2016-130162,2016-10-28,2016-11-01,Standard Class,JH-15910,Jonathan Howell,Consumer,United States,Los Angeles,California,90032,West,TEC-PH-10002563,TECHNOLOGY,Phones,Adtran 1202752G1,302.38,3,0.2,22.68,Medium,10,2016
238,CA-2016-157749,2016-06-04,2016-06-09,Second Class,KL-16645,Ken Lonsdale,Consumer,United States,Chicago,Illinois,60610,Central,OFF-PA-10003349,OFFICE SUPPLIES,Paper,Xerox 1957,25.92,5,0.2,9.4,Low,6,2016
239,CA-2016-157749,2016-06-04,2016-06-09,Second Class,KL-16645,Ken Lonsdale,Consumer,United States,Chicago,Illinois,60610,Central,FUR-FU-10000576,FURNITURE,Furnishings,Luxo Professional Fluorescent Magnifier Lamp with Clamp-Mount Base,419.68,5,0.6,-356.73,Medium,6,2016
240,CA-2016-157749,2016-06-04,2016-06-09,Second Class,KL-16645,Ken Lonsdale,Consumer,United States,Chicago,Illinois,60610,Central,FUR-FU-10004351,FURNITURE,Furnishings,Staple-based wall hangings,11.69,3,0.6,-4.68,Low,6,2016
241,CA-2016-157749,2016-06-04,2016-06-09,Second Class,KL-16645,Ken Lonsdale,Consumer,United States,Chicago,Illinois,60610,Central,TEC-PH-10000011,TECHNOLOGY,Phones,PureGear Roll-On Screen Protector,31.98,2,0.2,11.19,Low,6,2016
242,CA-2016-157749,2016-06-04,2016-06-09,Second Class,KL-16645,Ken Lonsdale,Consumer,United States,Chicago,Illinois,60610,Central,FUR-TA-10002607,FURNITURE,Tables,KI Conference Tables,177.23,5,0.5,-120.51,Medium,6,2016
243,CA-2016-157749,2016-06-04,2016-06-09,Second Class,KL-16645,Ken Lonsdale,Consumer,United States,Chicago,Illinois,60610,Central,FUR-FU-10002505,FURNITURE,Furnishings,Eldon 100 Class Desk Accessories,4.04,3,0.6,-2.83,Low,6,2016
244,CA-2016-157749,2016-06-04,2016-06-09,Second Class,KL-16645,Ken Lonsdale,Consumer,United States,Chicago,Illinois,60610,Central,OFF-AR-10004685,OFFICE SUPPLIES,Art,"Binney & Smith Crayola Metallic Colored Pencils, 8-Color Set",7.41,2,0.2,1.2,Low,6,2016
250,CA-2016-154739,2016-12-10,2016-12-15,Second Class,LH-17155,Logan Haushalter,Consumer,United States,San Francisco,California,94109,West,FUR-CH-10002965,FURNITURE,Chairs,"Global Leather Highback Executive Chair with Pneumatic Height Adjustment, Black",321.57,2,0.2,28.14,Medium,12,2016
251,CA-2016-145625,2016-09-11,2016-09-17,Standard Class,KC-16540,Kelly Collister,Consumer,United States,San Diego,California,92037,West,OFF-PA-10004569,OFFICE SUPPLIES,Paper,"\"Wirebound Message Books, Two 4 1/4\"\" x 5\"\" Forms per Page\"",7.61,1,0.0,3.58,Low,9,2016
252,CA-2016-145625,2016-09-11,2016-09-17,Standard Class,KC-16540,Kelly Collister,Consumer,United States,San Diego,California,92037,West,TEC-AC-10003832,TECHNOLOGY,Accessories,Logitech�P710e Mobile Speakerphone,3347.37,13,0.0,636.0,High,9,2016
253,CA-2016-146941,2016-12-10,2016-12-13,First Class,DL-13315,Delfina Latchford,Consumer,United States,New York City,New York,10024,East,OFF-ST-10001228,OFFICE SUPPLIES,Storage,"Fellowes Personal Hanging Folder Files, Navy",80.58,6,0.0,22.56,Low,12,2016
254,CA-2016-146941,2016-12-10,2016-12-13,First Class,DL-13315,Delfina Latchford,Consumer,United States,New York City,New York,10024,East,OFF-EN-10003296,OFFICE SUPPLIES,Envelopes,Tyvek Side-Opening Peel & Seel Expanding Envelopes,361.92,4,0.0,162.86,Medium,12,2016
265,CA-2016-125318,2016-06-06,2016-06-13,Standard Class,RC-19825,Roy Collins,Consumer,United States,Chicago,Illinois,60610,Central,TEC-PH-10001433,TECHNOLOGY,Phones,Cisco Small Business SPA 502G VoIP phone,328.22,4,0.2,28.72,Medium,6,2016
268,CA-2016-111010,2016-01-22,2016-01-28,Standard Class,PG-18895,Paul Gonzalez,Consumer,United States,Morristown,New Jersey,7960,East,OFF-FA-10003472,OFFICE SUPPLIES,Fasteners,Bagged Rubber Bands,7.56,6,0.0,0.3,Low,1,2016
287,CA-2016-112697,2016-12-18,2016-12-20,Second Class,AH-10195,Alan Haines,Corporate,United States,Tamarac,Florida,33319,South,OFF-BI-10000778,OFFICE SUPPLIES,Binders,GBC VeloBinder Electric Binding Machine,254.06,7,0.7,-169.37,Medium,12,2016
288,CA-2016-112697,2016-12-18,2016-12-20,Second Class,AH-10195,Alan Haines,Corporate,United States,Tamarac,Florida,33319,South,OFF-AP-10002684,OFFICE SUPPLIES,Appliances,"Acco 7-Outlet Masterpiece Power Center, Wihtout Fax/Phone Line Protection",194.53,2,0.2,24.32,Medium,12,2016
289,CA-2016-112697,2016-12-18,2016-12-20,Second Class,AH-10195,Alan Haines,Corporate,United States,Tamarac,Florida,33319,South,OFF-SU-10000646,OFFICE SUPPLIES,Supplies,Premier Automatic Letter Opener,961.48,5,0.2,-204.31,High,12,2016
290,CA-2016-110772,2016-11-20,2016-11-24,Second Class,NZ-18565,Nick Zandusky,Home Office,United States,Columbus,Ohio,43229,East,OFF-FA-10002983,OFFICE SUPPLIES,Fasteners,Advantus SlideClip Paper Clips,19.1,7,0.2,6.68,Low,11,2016
291,CA-2016-110772,2016-11-20,2016-11-24,Second Class,NZ-18565,Nick Zandusky,Home Office,United States,Columbus,Ohio,43229,East,OFF-LA-10004689,OFFICE SUPPLIES,Labels,Avery 512,18.5,8,0.2,6.24,Low,11,2016
292,CA-2016-110772,2016-11-20,2016-11-24,Second Class,NZ-18565,Nick Zandusky,Home Office,United States,Columbus,Ohio,43229,East,TEC-AC-10002001,TECHNOLOGY,Accessories,Logitech Wireless Gaming Headset G930,255.98,2,0.2,54.4,Medium,11,2016
293,CA-2016-110772,2016-11-20,2016-11-24,Second Class,NZ-18565,Nick Zandusky,Home Office,United States,Columbus,Ohio,43229,East,FUR-BO-10004709,FURNITURE,Bookcases,"Bush Westfield Collection Bookcases, Medium Cherry Finish",86.97,3,0.5,-48.7,Low,11,2016
299,CA-2016-142545,2016-10-28,2016-11-03,Standard Class,JD-15895,Jonathan Doherty,Corporate,United States,Belleville,New Jersey,7109,East,OFF-PA-10002105,OFFICE SUPPLIES,Paper,Xerox 223,32.4,5,0.0,15.55,Low,10,2016
301,CA-2016-142545,2016-10-28,2016-11-03,Standard Class,JD-15895,Jonathan Doherty,Corporate,United States,Belleville,New Jersey,7109,East,OFF-PA-10004243,OFFICE SUPPLIES,Paper,Xerox 1939,56.91,3,0.0,27.32,Low,10,2016
302,CA-2016-142545,2016-10-28,2016-11-03,Standard Class,JD-15895,Jonathan Doherty,Corporate,United States,Belleville,New Jersey,7109,East,FUR-FU-10001861,FURNITURE,Furnishings,"Floodlight Indoor Halogen Bulbs, 1 Bulb per Pack, 60 Watts",77.6,4,0.0,38.02,Low,10,2016
303,CA-2016-142545,2016-10-28,2016-11-03,Standard Class,JD-15895,Jonathan Doherty,Corporate,United States,Belleville,New Jersey,7109,East,OFF-BI-10002706,OFFICE SUPPLIES,Binders,Avery Premier Heavy-Duty Binder with Round Locking Rings,14.28,1,0.0,6.57,Low,10,2016
310,CA-2016-142902,2016-09-12,2016-09-14,Second Class,BP-11185,Ben Peterman,Corporate,United States,Arvada,Colorado,80004,West,FUR-FU-10001918,FURNITURE,Furnishings,C-Line Cubicle Keepers Polyproplyene Holder With Velcro Backings,15.14,4,0.2,3.59,Low,9,2016
311,CA-2016-142902,2016-09-12,2016-09-14,Second Class,BP-11185,Ben Peterman,Corporate,United States,Arvada,Colorado,80004,West,FUR-CH-10004086,FURNITURE,Chairs,Hon 4070 Series Pagoda Armless Upholstered Stacking Chairs,466.77,2,0.2,52.51,Medium,9,2016
312,CA-2016-142902,2016-09-12,2016-09-14,Second Class,BP-11185,Ben Peterman,Corporate,United States,Arvada,Colorado,80004,West,FUR-FU-10001756,FURNITURE,Furnishings,"Eldon Expressions Desk Accessory, Wood Photo Frame, Mahogany",15.23,1,0.2,1.71,Low,9,2016
313,CA-2016-142902,2016-09-12,2016-09-14,Second Class,BP-11185,Ben Peterman,Corporate,United States,Arvada,Colorado,80004,West,OFF-LA-10000634,OFFICE SUPPLIES,Labels,Avery 509,6.26,3,0.2,2.04,Low,9,2016
