row_id,order_id,order_date,ship_date,ship_mode,customer_id,customer_name,segment,country,city,state,postal_code,region,product_id,category,sub_category,product_name,sales,quantity,discount,profit,sales_value_tier,order_month,order_year
34,US-2015-150630,2015-09-17,2015-09-21,Standard Class,TB-21520,Tracy Blumstein,Consumer,United States,Philadelphia,Pennsylvania,19140,East,OFF-AR-10001683,OFFICE SUPPLIES,Art,Lumber Crayons,15.76,2,0.2,3.55,Low,9,2015
38,CA-2015-117415,2015-12-27,2015-12-31,Standard Class,SN-20710,Steve Nguyen,Home Office,United States,Houston,Texas,77041,Central,OFF-EN-10002986,OFFICE SUPPLIES,Envelopes,"#10-4 1/8\" x 9 1/2\" Premium Diagonal Seam Envelopes",113.33,9,0.2,35.42,Low,12,2015
39,CA-2015-117415,2015-12-27,2015-12-31,Standard Class,SN-20710,Steve Nguyen,Home Office,United States,Houston,Texas,77041,Central,FUR-BO-10002545,FURNITURE,Bookcases,"Atlantic Metals Mobile 3-Shelf Bookcases, Custom Colors",532.4,3,0.32,-46.98,High,12,2015
40,CA-2015-117415,2015-12-27,2015-12-31,Standard Class,SN-20710,Steve Nguyen,Home Office,United States,Houston,Texas,77041,Central,FUR-CH-10004218,FURNITURE,Chairs,"Global Fabric Manager's Chair, Dark Gray",212.06,3,0.3,-15.15,Medium,12,2015
41,CA-2015-117415,2015-12-27,2015-12-31,Standard Class,SN-20710,Steve Nguyen,Home Office,United States,Houston,Texas,77041,Central,TEC-PH-10000486,TECHNOLOGY,Phones,Plantronics HL10 Handset Lifter,371.17,4,0.2,41.76,Medium,12,2015
50,CA-2015-115742,2015-04-18,2015-04-22,Standard Class,DP-13000,Darren Powers,Consumer,United States,New Albany,Indiana,47150,Central,OFF-BI-10004410,OFFICE SUPPLIES,Binders,"C-Line Peel & Stick Add-On Filing Pockets, 8-3/4 x 5-1/8, 10/Pack",38.22,6,0.0,17.96,Low,4,2015
51,CA-2015-115742,2015-04-18,2015-04-22,Standard Class,DP-13000,Darren Powers,Consumer,United States,New Albany,Indiana,47150,Central,OFF-LA-10002762,OFFICE SUPPLIES,Labels,Avery 485,75.18,6,0.0,35.33,Low,4,2015
52,CA-2015-115742,2015-04-18,2015-04-22,Standard Class,DP-13000,Darren Powers,Consumer,United States,New Albany,Indiana,47150,Central,FUR-FU-10001706,FURNITURE,Furnishings,Longer-Life Soft White Bulbs,6.16,2,0.0,2.96,Low,4,2015
53,CA-2015-115742,2015-04-18,2015-04-22,Standard Class,DP-13000,Darren Powers,Consumer,United States,New Albany,Indiana,47150,Central,FUR-CH-10003061,FURNITURE,Chairs,"Global Leather Task Chair, Black",89.99,1,0.0,17.1,Low,4,2015
63,CA-2015-135545,2015-11-24,2015-11-30,Standard Class,KM-16720,Kunst Miller,Consumer,United States,Los Angeles,California,90004,West,TEC-AC-10004633,TECHNOLOGY,Accessories,"Verbatim 25 GB 6x Blu-ray Single Layer Recordable Disc, 3/Pack",13.98,2,0.0,6.15,Low,11,2015
64,CA-2015-135545,2015-11-24,2015-11-30,Standard Class,KM-16720,Kunst Miller,Consumer,United States,Los Angeles,California,90004,West,OFF-BI-10001078,OFFICE SUPPLIES,Binders,"\"Acco PRESSTEX Data Binder with Storage Hooks, Dark Blue, 14 7/8\"\" X 11\"\"\"",25.82,6,0.2,9.36,Low,11,2015
65,CA-2015-135545,2015-11-24,2015-11-30,Standard Class,KM-16720,Kunst Miller,Consumer,United States,Los Angeles,California,90004,West,OFF-PA-10003892,OFFICE SUPPLIES,Paper,Xerox 1943,146.73,3,0.0,68.96,Low,11,2015
66,CA-2015-135545,2015-11-24,2015-11-30,Standard Class,KM-16720,Kunst Miller,Consumer,United States,Los Angeles,California,90004,West,FUR-FU-10000397,FURNITURE,Furnishings,Luxo Economy Swing Arm Lamp,79.76,4,0.0,22.33,Low,11,2015
67,US-2015-164175,2015-04-30,2015-05-05,Standard Class,PS-18970,Paul Stevenson,Home Office,United States,Chicago,Illinois,60610,Central,FUR-CH-10001146,FURNITURE,Chairs,"Global Value Mid-Back Manager's Chair, Gray",213.12,5,0.3,-15.22,Medium,4,2015
73,US-2015-134026,2015-04-26,2015-05-02,Standard Class,JE-15745,Joel Eaton,Consumer,United States,Memphis,Tennessee,38109,South,FUR-CH-10000513,FURNITURE,Chairs,High-Back Leather Manager's Chair,831.94,8,0.2,-114.39,High,4,2015
74,US-2015-134026,2015-04-26,2015-05-02,Standard Class,JE-15745,Joel Eaton,Consumer,United States,Memphis,Tennessee,38109,South,FUR-FU-10003708,FURNITURE,Furnishings,"\"Tenex Traditional Chairmats for Medium Pile Carpet, Standard Lip, 36\"\" x 48\"\"\"",97.04,2,0.2,1.21,Low,4,2015
75,US-2015-134026,2015-04-26,2015-05-02,Standard Class,JE-15745,Joel Eaton,Consumer,United States,Memphis,Tennessee,38109,South,OFF-ST-10004123,OFFICE SUPPLIES,Storage,Safco Industrial Wire Shelving System,72.78,1,0.2,-18.2,Low,4,2015
84,CA-2015-149734,2015-09-03,2015-09-08,Standard Class,JC-16105,Julie Creighton,Corporate,United States,Durham,North Carolina,27707,South,OFF-EN-10000927,OFFICE SUPPLIES,Envelopes,Jet-Pak Recycled Peel 'N' Seal Padded Mailers,200.98,7,0.2,62.81,Medium,9,2015
93,CA-2015-149587,2015-01-31,2015-02-05,Second Class,KB-16315,Karl Braun,Consumer,United States,Minneapolis,Minnesota,55407,Central,OFF-PA-10003177,OFFICE SUPPLIES,Paper,Xerox 1999,12.96,2,0.0,6.22,Low,1,2015
94,CA-2015-149587,2015-01-31,2015-02-05,Second Class,KB-16315,Karl Braun,Consumer,United States,Minneapolis,Minnesota,55407,Central,FUR-FU-10003799,FURNITURE,Furnishings,"Seth Thomas 13 1/2\" Wall Clock",53.34,3,0.0,16.54,Low,1,2015
95,CA-2015-149587,2015-01-31,2015-02-05,Second Class,KB-16315,Karl Braun,Consumer,United States,Minneapolis,Minnesota,55407,Central,OFF-BI-10002852,OFFICE SUPPLIES,Binders,Ibico Standard Transparent Covers,32.96,2,0.0,16.15,Low,1,2015
104,US-2015-156867,2015-11-13,2015-11-17,Standard Class,LC-16870,Lena Cacioppo,Consumer,United States,Aurora,Colorado,80013,West,TEC-AC-10001552,TECHNOLOGY,Accessories,Logitech K350 2.4Ghz Wireless Keyboard,238.9,6,0.2,-26.88,Medium,11,2015
105,US-2015-156867,2015-11-13,2015-11-17,Standard Class,LC-16870,Lena Cacioppo,Consumer,United States,Aurora,Colorado,80013,West,FUR-FU-10004006,FURNITURE,Furnishings,"Deflect-o DuraMat Lighweight, Studded, Beveled Mat for Low Pile Carpeting",102.36,3,0.2,-3.84,Low,11,2015
110,CA-2015-129476,2015-10-15,2015-10-20,Standard Class,PA-19060,Pete Armstrong,Home Office,United States,Orland Park,Illinois,60462,Central,TEC-AC-10000844,TECHNOLOGY,Accessories,Logitech�Gaming G510s - Keyboard,339.96,5,0.2,67.99,Medium,10,2015
118,CA-2015-110457,2015-03-02,2015-03-06,Standard Class,DK-13090,Dave Kipp,Consumer,United States,Seattle,Washington,98103,West,FUR-TA-10001768,FURNITURE,Tables,Hon Racetrack Conference Tables,787.53,3,0.0,165.38,High,3,2015
119,US-2015-136476,2015-04-05,2015-04-10,Standard Class,GG-14650,Greg Guthrie,Corporate,United States,Bristol,Tennessee,37620,South,OFF-BI-10003650,OFFICE SUPPLIES,Binders,GBC DocuBind 300 Electric Binding Machine,157.79,1,0.7,-115.72,Medium,4,2015
146,CA-2015-110744,2015-09-07,2015-09-12,Standard Class,HA-14920,Helen Andreada,Consumer,United States,Pasadena,California,91104,West,OFF-ST-10003656,OFFICE SUPPLIES,Storage,Safco Industrial Wire Shelving,671.93,7,0.0,20.16,High,9,2015
154,CA-2015-124919,2015-05-31,2015-06-02,First Class,SP-20650,Stephanie Phelps,Corporate,United States,San Jose,California,95123,West,OFF-PA-10001950,OFFICE SUPPLIES,Paper,Southworth 25% Cotton Antique Laid Paper & Envelopes,58.38,7,0.0,26.27,Low,5,2015
155,CA-2015-124919,2015-05-31,2015-06-02,First Class,SP-20650,Stephanie Phelps,Corporate,United States,San Jose,California,95123,West,OFF-PA-10002254,OFFICE SUPPLIES,Paper,Xerox 1883,105.52,4,0.0,48.54,Low,5,2015
156,CA-2015-124919,2015-05-31,2015-06-02,First Class,SP-20650,Stephanie Phelps,Corporate,United States,San Jose,California,95123,West,OFF-ST-10001590,OFFICE SUPPLIES,Storage,"Tenex Personal Project File with Scoop Front Design, Black",80.88,6,0.0,21.03,Low,5,2015
157,CA-2015-118948,2015-05-28,2015-06-03,Standard Class,NK-18490,Neil Knudson,Home Office,United States,Seattle,Washington,98105,West,OFF-AR-10001547,OFFICE SUPPLIES,Art,Newell 311,6.63,3,0.0,1.79,Low,5,2015
162,CA-2015-119697,2015-12-28,2015-12-31,Second Class,EM-13960,Eric Murdock,Consumer,United States,Philadelphia,Pennsylvania,19134,East,TEC-AC-10003657,TECHNOLOGY,Accessories,Lenovo 17-Key USB Numeric Keypad,54.38,2,0.2,1.36,Low,12,2015
178,US-2015-101511,2015-11-21,2015-11-23,Second Class,JE-15745,Joel Eaton,Consumer,United States,Newark,Ohio,43055,East,FUR-CH-10004698,FURNITURE,Chairs,"Padded Folding Chairs, Black, 4/Carton",396.8,7,0.3,-11.34,Medium,11,2015
179,US-2015-101511,2015-11-21,2015-11-23,Second Class,JE-15745,Joel Eaton,Consumer,United States,Newark,Ohio,43055,East,OFF-SU-10002189,OFFICE SUPPLIES,Supplies,Acme Rosewood Handle Letter Opener,15.88,5,0.2,-3.77,Low,11,2015
180,CA-2015-137225,2015-12-15,2015-12-19,Standard Class,JK-15640,Jim Kriz,Home Office,United States,New York City,New York,10009,East,OFF-AR-10001940,OFFICE SUPPLIES,Art,"Sanford Colorific Eraseable Coloring Pencils, 12 Count",3.28,1,0.0,1.41,Low,12,2015
190,CA-2015-102281,2015-10-12,2015-10-14,First Class,MP-17470,Mark Packer,Home Office,United States,New York City,New York,10035,East,FUR-BO-10002613,FURNITURE,Bookcases,"Atlantic Metals Mobile 4-Shelf Bookcases, Custom Colors",899.14,4,0.2,112.39,High,10,2015
191,CA-2015-102281,2015-10-12,2015-10-14,First Class,MP-17470,Mark Packer,Home Office,United States,New York City,New York,10035,East,TEC-PH-10001552,TECHNOLOGY,Phones,I Need's 3d Hello Kitty Hybrid Silicone Case Cover for HTC One X 4g with 3d Hello Kitty Stylus Pen Green/pink,71.76,6,0.0,20.09,Low,10,2015
192,CA-2015-102281,2015-10-12,2015-10-14,First Class,MP-17470,Mark Packer,Home Office,United States,New York City,New York,10035,East,OFF-PA-10000061,OFFICE SUPPLIES,Paper,Xerox 205,51.84,8,0.0,24.88,Low,10,2015
193,CA-2015-102281,2015-10-12,2015-10-14,First Class,MP-17470,Mark Packer,Home Office,United States,New York City,New York,10035,East,FUR-BO-10002545,FURNITURE,Bookcases,"Atlantic Metals Mobile 3-Shelf Bookcases, Custom Colors",626.35,3,0.2,46.98,High,10,2015
194,CA-2015-102281,2015-10-12,2015-10-14,First Class,MP-17470,Mark Packer,Home Office,United States,New York City,New York,10035,East,OFF-AR-10003514,OFFICE SUPPLIES,Art,4009 Highlighters by Sanford,19.9,5,0.0,6.57,Low,10,2015
195,CA-2015-131457,2015-10-31,2015-11-06,Standard Class,MZ-17515,Mary Zewe,Corporate,United States,Redlands,California,92374,West,OFF-EN-10001509,OFFICE SUPPLIES,Envelopes,Poly String Tie Envelopes,14.28,7,0.0,6.71,Low,10,2015
212,CA-2015-101007,2015-02-09,2015-02-13,Second Class,MS-17980,Michael Stewart,Corporate,United States,Dallas,Texas,75220,Central,TEC-AC-10001266,TECHNOLOGY,Accessories,Memorex Micro Travel Drive 8 GB,20.8,2,0.2,6.5,Low,2,2015
213,CA-2015-146262,2015-01-02,2015-01-09,Standard Class,VW-21775,Victoria Wilson,Corporate,United States,Medina,Ohio,44256,East,OFF-LA-10004544,OFFICE SUPPLIES,Labels,Avery 505,23.68,2,0.2,8.88,Low,1,2015
214,CA-2015-146262,2015-01-02,2015-01-09,Standard Class,VW-21775,Victoria Wilson,Corporate,United States,Medina,Ohio,44256,East,FUR-BO-10004695,FURNITURE,Bookcases,O'Sullivan 2-Door Barrister Bookcase in Odessa Pine,452.45,5,0.5,-244.32,Medium,1,2015
215,CA-2015-146262,2015-01-02,2015-01-09,Standard Class,VW-21775,Victoria Wilson,Corporate,United States,Medina,Ohio,44256,East,TEC-PH-10002844,TECHNOLOGY,Phones,Speck Products Candyshell Flip Case,62.98,3,0.4,-14.7,Low,1,2015
216,CA-2015-146262,2015-01-02,2015-01-09,Standard Class,VW-21775,Victoria Wilson,Corporate,United States,Medina,Ohio,44256,East,TEC-MA-10000864,TECHNOLOGY,Machines,Cisco 9971 IP Video Phone Charcoal,1188.0,9,0.7,-950.4,High,1,2015
217,CA-2015-146262,2015-01-02,2015-01-09,Standard Class,VW-21775,Victoria Wilson,Corporate,United States,Medina,Ohio,44256,East,TEC-AC-10000109,TECHNOLOGY,Accessories,Sony Micro Vault Click 16 GB USB 2.0 Flash Drive,89.58,2,0.2,4.48,Low,1,2015
220,CA-2015-169397,2015-12-24,2015-12-27,First Class,JB-15925,Joni Blumstein,Consumer,United States,Dublin,Ohio,43017,East,OFF-FA-10000585,OFFICE SUPPLIES,Fasteners,OIC Bulk Pack Metal Binder Clips,5.58,2,0.2,1.81,Low,12,2015
221,CA-2015-169397,2015-12-24,2015-12-27,First Class,JB-15925,Joni Blumstein,Consumer,United States,Dublin,Ohio,43017,East,OFF-PA-10004000,OFFICE SUPPLIES,Paper,"While You Were Out Pads, 50 per Pad, 4 x 5 1/4, Green Cycle",22.7,6,0.2,8.23,Low,12,2015
222,CA-2015-169397,2015-12-24,2015-12-27,First Class,JB-15925,Joni Blumstein,Consumer,United States,Dublin,Ohio,43017,East,OFF-BI-10002852,OFFICE SUPPLIES,Binders,Ibico Standard Transparent Covers,19.78,4,0.7,-13.84,Low,12,2015
223,CA-2015-169397,2015-12-24,2015-12-27,First Class,JB-15925,Joni Blumstein,Consumer,United States,Dublin,Ohio,43017,East,FUR-FU-10000087,FURNITURE,Furnishings,"Executive Impressions 14\" Two-Color Numerals Wall Clock",72.7,4,0.2,19.08,Low,12,2015
224,CA-2015-169397,2015-12-24,2015-12-27,First Class,JB-15925,Joni Blumstein,Consumer,United States,Dublin,Ohio,43017,East,TEC-MA-10001148,TECHNOLOGY,Machines,Swingline SM12-08 MicroCut Jam Free Shredder,479.99,4,0.7,-383.99,Medium,12,2015
225,CA-2015-169397,2015-12-24,2015-12-27,First Class,JB-15925,Joni Blumstein,Consumer,United States,Dublin,Ohio,43017,East,OFF-AR-10001958,OFFICE SUPPLIES,Art,Stanley Bostitch Contemporary Electric Pencil Sharpeners,27.17,2,0.2,2.72,Low,12,2015
226,CA-2015-163055,2015-08-09,2015-08-16,Standard Class,DS-13180,David Smith,Corporate,United States,Detroit,Michigan,48227,Central,OFF-AR-10001026,OFFICE SUPPLIES,Art,"Sanford Uni-Blazer View Highlighters, Chisel Tip, Yellow",2.2,1,0.0,0.97,Low,8,2015
227,CA-2015-163055,2015-08-09,2015-08-16,Standard Class,DS-13180,David Smith,Corporate,United States,Detroit,Michigan,48227,Central,FUR-TA-10003748,FURNITURE,Tables,Bevis 36 x 72 Conference Tables,622.45,5,0.0,136.94,High,8,2015
228,CA-2015-163055,2015-08-09,2015-08-16,Standard Class,DS-13180,David Smith,Corporate,United States,Detroit,Michigan,48227,Central,OFF-ST-10002485,OFFICE SUPPLIES,Storage,Rogers Deluxe File Chest,21.98,1,0.0,0.22,Low,8,2015
229,US-2015-145436,2015-02-28,2015-03-04,Standard Class,VD-21670,Valerie Dominguez,Consumer,United States,Columbia,Tennessee,38401,South,FUR-CH-10004860,FURNITURE,Chairs,Global Low Back Tilter Chair,161.57,2,0.2,-28.27,Medium,2,2015
230,US-2015-145436,2015-02-28,2015-03-04,Standard Class,VD-21670,Valerie Dominguez,Consumer,United States,Columbia,Tennessee,38401,South,FUR-CH-10004477,FURNITURE,Chairs,"Global Push Button Manager's Chair, Indigo",389.7,8,0.2,43.84,Medium,2,2015
255,US-2015-159982,2015-11-28,2015-12-04,Standard Class,DR-12880,Dan Reichenbach,Corporate,United States,Chicago,Illinois,60623,Central,FUR-FU-10002505,FURNITURE,Furnishings,Eldon 100 Class Desk Accessories,12.13,9,0.6,-8.49,Low,11,2015
257,US-2015-159982,2015-11-28,2015-12-04,Standard Class,DR-12880,Dan Reichenbach,Corporate,United States,Chicago,Illinois,60623,Central,OFF-ST-10001590,OFFICE SUPPLIES,Storage,"Tenex Personal Project File with Scoop Front Design, Black",53.92,5,0.2,4.04,Low,11,2015
258,US-2015-159982,2015-11-28,2015-12-04,Standard Class,DR-12880,Dan Reichenbach,Corporate,United States,Chicago,Illinois,60623,Central,TEC-PH-10001580,TECHNOLOGY,Phones,Logitech Mobile Speakerphone P710e -�speaker phone,647.9,6,0.2,56.69,High,11,2015
266,CA-2015-155040,2015-11-10,2015-11-15,Standard Class,AH-10210,Alan Hwang,Consumer,United States,Brentwood,California,94513,West,TEC-AC-10004469,TECHNOLOGY,Accessories,Microsoft Sculpt Comfort Mouse,79.9,2,0.0,35.16,Low,11,2015
272,CA-2015-155334,2015-07-30,2015-07-31,First Class,HA-14920,Helen Andreada,Consumer,United States,San Francisco,California,94109,West,TEC-AC-10003628,TECHNOLOGY,Accessories,Logitech 910-002974 M325 Wireless Mouse for Web Scrolling,209.93,7,0.0,92.37,Medium,7,2015
273,CA-2015-155334,2015-07-30,2015-07-31,First Class,HA-14920,Helen Andreada,Consumer,United States,San Francisco,California,94109,West,FUR-FU-10003274,FURNITURE,Furnishings,Regeneration Desk Collection,5.28,3,0.0,2.32,Low,7,2015
274,CA-2015-155334,2015-07-30,2015-07-31,First Class,HA-14920,Helen Andreada,Consumer,United States,San Francisco,California,94109,West,OFF-BI-10002557,OFFICE SUPPLIES,Binders,Presstex Flexible Ring Binders,10.92,3,0.2,4.1,Low,7,2015
281,US-2015-161991,2015-09-26,2015-09-28,Second Class,SC-20725,Steven Cartwright,Consumer,United States,Houston,Texas,77070,Central,OFF-BI-10004967,OFFICE SUPPLIES,Binders,Round Ring Binders,2.08,5,0.8,-3.43,Low,9,2015
282,US-2015-161991,2015-09-26,2015-09-28,Second Class,SC-20725,Steven Cartwright,Consumer,United States,Houston,Texas,77070,Central,TEC-PH-10001760,TECHNOLOGY,Phones,Bose SoundLink Bluetooth Speaker,1114.4,7,0.2,376.11,High,9,2015
283,CA-2015-130890,2015-11-02,2015-11-06,Standard Class,JO-15280,Jas O'Carroll,Consumer,United States,Los Angeles,California,90004,West,FUR-TA-10002903,FURNITURE,Tables,"Bevis Round Bullnose 29\" High Table Top",1038.84,5,0.2,51.94,High,11,2015
284,CA-2015-130883,2015-09-26,2015-10-02,Standard Class,TB-21520,Tracy Blumstein,Consumer,United States,Portland,Oregon,97206,West,OFF-PA-10000474,OFFICE SUPPLIES,Paper,Easy-staple paper,141.76,5,0.2,47.84,Low,9,2015
285,CA-2015-130883,2015-09-26,2015-10-02,Standard Class,TB-21520,Tracy Blumstein,Consumer,United States,Portland,Oregon,97206,West,TEC-AC-10001956,TECHNOLOGY,Accessories,Microsoft Arc Touch Mouse,239.8,5,0.2,47.96,Medium,9,2015
286,CA-2015-130883,2015-09-26,2015-10-02,Standard Class,TB-21520,Tracy Blumstein,Consumer,United States,Portland,Oregon,97206,West,OFF-PA-10004100,OFFICE SUPPLIES,Paper,Xerox 216,31.1,6,0.2,10.89,Low,9,2015
305,CA-2015-144253,2015-05-04,2015-05-09,Second Class,AS-10225,Alan Schoenberger,Corporate,United States,New York City,New York,10024,East,FUR-FU-10002671,FURNITURE,Furnishings,Electrix 20W Halogen Replacement Bulb for Zoom-In Desk Lamp,26.8,2,0.0,12.86,Low,5,2015
335,CA-2015-137946,2015-09-01,2015-09-04,Second Class,DB-13615,Doug Bickford,Consumer,United States,Los Angeles,California,90045,West,OFF-BI-10001922,OFFICE SUPPLIES,Binders,Storex Dura Pro Binders,4.75,1,0.2,1.6,Low,9,2015
336,CA-2015-137946,2015-09-01,2015-09-04,Second Class,DB-13615,Doug Bickford,Consumer,United States,Los Angeles,California,90045,West,TEC-CO-10001449,TECHNOLOGY,Copiers,Hewlett Packard LaserJet 3310 Copier,959.98,2,0.2,335.99,High,9,2015
337,CA-2015-137946,2015-09-01,2015-09-04,Second Class,DB-13615,Doug Bickford,Consumer,United States,Los Angeles,California,90045,West,OFF-BI-10004140,OFFICE SUPPLIES,Binders,Avery Non-Stick Binders,14.37,4,0.2,4.49,Low,9,2015
345,US-2015-120712,2015-12-20,2015-12-24,Standard Class,CS-12130,Chad Sievert,Consumer,United States,Austin,Texas,78745,Central,OFF-ST-10000107,OFFICE SUPPLIES,Storage,Fellowes Super Stor/Drawer,88.8,4,0.2,-2.22,Low,12,2015
379,CA-2015-130792,2015-04-28,2015-05-05,Standard Class,RA-19915,Russell Applegate,Consumer,United States,Houston,Texas,77095,Central,OFF-AP-10000696,OFFICE SUPPLIES,Appliances,Holmes Odor Grabber,8.65,3,0.8,-20.33,Low,4,2015
380,CA-2015-130792,2015-04-28,2015-05-05,Standard Class,RA-19915,Russell Applegate,Consumer,United States,Houston,Texas,77095,Central,OFF-ST-10003327,OFFICE SUPPLIES,Storage,Akro-Mils 12-Gallon Tote,23.83,3,0.2,2.68,Low,4,2015
384,CA-2015-125395,2015-06-26,2015-06-29,Second Class,LA-16780,Laura Armstrong,Corporate,United States,Taylor,Michigan,48180,Central,TEC-AC-10004708,TECHNOLOGY,Accessories,Sony 32GB Class 10 Micro SDHC R40 Memory Card,41.9,2,0.0,8.8,Low,6,2015
385,US-2015-168935,2015-11-27,2015-12-02,Standard Class,DO-13435,Denny Ordway,Consumer,United States,Pembroke Pines,Florida,33024,South,FUR-TA-10000617,FURNITURE,Tables,"Hon Practical Foundations 30 x 60 Training Table, Light Gray/Charcoal",375.46,3,0.45,-157.01,Medium,11,2015
386,US-2015-168935,2015-11-27,2015-12-02,Standard Class,DO-13435,Denny Ordway,Consumer,United States,Pembroke Pines,Florida,33024,South,TEC-AC-10002335,TECHNOLOGY,Accessories,Logitech Media Keyboard K200,83.98,3,0.2,-1.05,Low,11,2015
387,CA-2015-122756,2015-12-03,2015-12-07,Standard Class,DK-13225,Dean Katz,Corporate,United States,Philadelphia,Pennsylvania,19140,East,TEC-MA-10001681,TECHNOLOGY,Machines,Lexmark MarkNet N8150 Wireless Print Server,482.34,4,0.7,-337.64,Medium,12,2015
388,CA-2015-122756,2015-12-03,2015-12-07,Standard Class,DK-13225,Dean Katz,Corporate,United States,Philadelphia,Pennsylvania,19140,East,FUR-FU-10001935,FURNITURE,Furnishings,3M Hangers With Command Adhesive,2.96,1,0.2,0.78,Low,12,2015
398,CA-2015-122259,2015-10-31,2015-11-04,Standard Class,HP-14815,Harold Pawlan,Home Office,United States,Jackson,Michigan,49201,Central,OFF-SU-10002573,OFFICE SUPPLIES,Supplies,"Acme 10\" Easy Grip Assistive Scissors",70.12,4,0.0,21.04,Low,10,2015
460,CA-2015-109638,2015-12-15,2015-12-22,Standard Class,JH-15985,Joseph Holt,Consumer,United States,Seattle,Washington,98115,West,OFF-AP-10002472,OFFICE SUPPLIES,Appliances,3M Office Air Cleaner,103.92,4,0.0,36.37,Low,12,2015
461,CA-2015-109638,2015-12-15,2015-12-22,Standard Class,JH-15985,Joseph Holt,Consumer,United States,Seattle,Washington,98115,West,TEC-AC-10004571,TECHNOLOGY,Accessories,Logitech G700s Rechargeable Gaming Mouse,899.91,9,0.0,377.96,High,12,2015
462,CA-2015-109638,2015-12-15,2015-12-22,Standard Class,JH-15985,Joseph Holt,Consumer,United States,Seattle,Washington,98115,West,OFF-BI-10001098,OFFICE SUPPLIES,Binders,Acco D-Ring Binder w/DublLock,51.31,3,0.2,18.6,Low,12,2015
468,US-2015-101399,2015-01-17,2015-01-24,Standard Class,JS-15940,Joni Sundaresam,Home Office,United States,Park Ridge,Illinois,60068,Central,FUR-FU-10002918,FURNITURE,Furnishings,Eldon ClusterMat Chair Mat with Cordless Antistatic Protection,254.74,7,0.6,-312.06,Medium,1,2015
471,CA-2015-154144,2015-12-20,2015-12-24,Standard Class,MH-17785,Maya Herman,Corporate,United States,Lindenhurst,New York,11757,East,OFF-PA-10004071,OFFICE SUPPLIES,Paper,"Eaton Premium Continuous-Feed Paper, 25% Cotton, Letter Size, White, 1000 Shts/Box",55.48,1,0.0,26.63,Low,12,2015
