row_id,order_id,order_date,ship_date,ship_mode,customer_id,customer_name,segment,country,city,state,postal_code,region,product_id,category,sub_category,product_name,sales,quantity,discount,profit,sales_value_tier,order_month,order_year
170,CA-2014-139892,2014-09-08,2014-09-12,Standard Class,BM-11140,Becky Martin,Consumer,United States,San Antonio,Texas,78207,Central,OFF-AP-10002518,OFFICE SUPPLIES,Appliances,Kensington 7 Outlet MasterPiece Power Center,177.98,5,0.8,-453.85,Medium,9,2014
171,CA-2014-139892,2014-09-08,2014-09-12,Standard Class,BM-11140,Becky Martin,Consumer,United States,San Antonio,Texas,78207,Central,TEC-PH-10003931,TECHNOLOGY,Phones,JBL Micro Wireless Portable Bluetooth Speaker,143.98,3,0.2,9.0,Low,9,2014
172,CA-2014-118962,2014-08-05,2014-08-09,Standard Class,CS-12130,Chad Sievert,Consumer,United States,Los Angeles,California,90004,West,OFF-PA-10000659,OFFICE SUPPLIES,Paper,"Adams Phone Message Book, Professional, 400 Message Capacity, 5 3/6? x 11?",20.94,3,0.0,9.84,Low,8,2014
173,CA-2014-118962,2014-08-05,2014-08-09,Standard Class,CS-12130,Chad Sievert,Consumer,United States,Los Angeles,California,90004,West,OFF-PA-10001144,OFFICE SUPPLIES,Paper,Xerox 1913,110.96,2,0.0,53.26,Low,8,2014
174,CA-2014-118962,2014-08-05,2014-08-09,Standard Class,CS-12130,Chad Sievert,Consumer,United States,Los Angeles,California,90004,West,FUR-CH-10003817,FURNITURE,Chairs,"Global Value Steno Chair, Gray",340.14,7,0.2,21.26,Medium,8,2014
175,US-2014-100853,2014-09-14,2014-09-19,Standard Class,JB-15400,Jennifer Braxton,Corporate,United States,Chicago,Illinois,60623,Central,OFF-AP-10000891,OFFICE SUPPLIES,Appliances,Kensington 7 Outlet MasterPiece HOMEOFFICE Power Control Center,52.45,2,0.8,-131.12,Low,9,2014
176,US-2014-100853,2014-09-14,2014-09-19,Standard Class,JB-15400,Jennifer Braxton,Corporate,United States,Chicago,Illinois,60623,Central,OFF-LA-10003148,OFFICE SUPPLIES,Labels,Avery 51,20.16,4,0.2,6.55,Low,9,2014
181,CA-2014-166191,2014-12-05,2014-12-09,Second Class,DK-13150,David Kendrick,Corporate,United States,Decatur,Illinois,62521,Central,OFF-ST-10003455,OFFICE SUPPLIES,Storage,"Tenex File Box, Personal Filing Tote with Lid, Black",24.82,2,0.2,1.86,Low,12,2014
182,CA-2014-166191,2014-12-05,2014-12-09,Second Class,DK-13150,David Kendrick,Corporate,United States,Decatur,Illinois,62521,Central,TEC-AC-10004659,TECHNOLOGY,Accessories,Imation�Secure Hardware Encrypted USB 2.0�Flash Drive; 16GB,408.74,7,0.2,76.64,Medium,12,2014
183,CA-2014-158274,2014-11-19,2014-11-24,Second Class,RM-19675,Robert Marley,Home Office,United States,Monroe,Louisiana,71203,South,TEC-PH-10003273,TECHNOLOGY,Phones,AT&T TR1909W,503.96,4,0.0,131.03,High,11,2014
184,CA-2014-158274,2014-11-19,2014-11-24,Second Class,RM-19675,Robert Marley,Home Office,United States,Monroe,Louisiana,71203,South,TEC-PH-10004896,TECHNOLOGY,Phones,Nokia Lumia 521 (T-Mobile),149.95,5,0.0,41.99,Low,11,2014
185,CA-2014-158274,2014-11-19,2014-11-24,Second Class,RM-19675,Robert Marley,Home Office,United States,Monroe,Louisiana,71203,South,TEC-AC-10002345,TECHNOLOGY,Accessories,HP Standard 104 key PS/2 Keyboard,29.0,2,0.0,7.25,Low,11,2014
187,CA-2014-123260,2014-08-26,2014-08-30,Standard Class,FM-14290,Frank Merwin,Home Office,United States,Los Angeles,California,90032,West,TEC-AC-10002323,TECHNOLOGY,Accessories,SanDisk Ultra 32 GB MicroSDHC Class 10 Memory Card,176.8,8,0.0,22.98,Medium,8,2014
196,CA-2014-140004,2014-03-21,2014-03-25,Standard Class,CB-12025,Cassandra Brandow,Consumer,United States,Hamilton,Ohio,45011,East,OFF-AR-10004685,OFFICE SUPPLIES,Art,"Binney & Smith Crayola Metallic Colored Pencils, 8-Color Set",7.41,2,0.2,1.2,Low,3,2014
197,CA-2014-140004,2014-03-21,2014-03-25,Standard Class,CB-12025,Cassandra Brandow,Consumer,United States,Hamilton,Ohio,45011,East,OFF-AR-10004027,OFFICE SUPPLIES,Art,"Binney & Smith inkTank Erasable Desk Highlighter, Chisel Tip, Yellow, 12/Box",6.05,3,0.2,1.59,Low,3,2014
202,CA-2014-133690,2014-08-03,2014-08-05,First Class,BS-11755,Bruce Stewart,Consumer,United States,Denver,Colorado,80219,West,FUR-TA-10004289,FURNITURE,Tables,BoxOffice By Design Rectangular and Half-Moon Meeting Room Tables,218.75,2,0.5,-161.88,Medium,8,2014
203,CA-2014-133690,2014-08-03,2014-08-05,First Class,BS-11755,Bruce Stewart,Consumer,United States,Denver,Colorado,80219,West,OFF-AP-10003622,OFFICE SUPPLIES,Appliances,"Bravo II Megaboss 12-Amp Hard Body Upright, Replacement Belts, 2 Belts per Pack",2.6,1,0.2,0.29,Low,8,2014
231,US-2014-156216,2014-09-13,2014-09-17,Standard Class,EA-14035,Erin Ashbrook,Corporate,United States,Charlotte,North Carolina,28205,South,OFF-BI-10001679,OFFICE SUPPLIES,Binders,GBC Instant Index System for Binding Systems,18.65,7,0.7,-12.43,Low,9,2014
245,CA-2014-131926,2014-06-01,2014-06-06,Second Class,DW-13480,Dianna Wilson,Home Office,United States,Lakeville,Minnesota,55044,Central,FUR-CH-10004063,FURNITURE,Chairs,Global Deluxe High-Back Manager's Chair,2001.86,7,0.0,580.54,High,6,2014
246,CA-2014-131926,2014-06-01,2014-06-06,Second Class,DW-13480,Dianna Wilson,Home Office,United States,Lakeville,Minnesota,55044,Central,OFF-ST-10002276,OFFICE SUPPLIES,Storage,Safco Steel Mobile File Cart,166.72,2,0.0,41.68,Medium,6,2014
247,CA-2014-131926,2014-06-01,2014-06-06,Second Class,DW-13480,Dianna Wilson,Home Office,United States,Lakeville,Minnesota,55044,Central,OFF-PA-10004082,OFFICE SUPPLIES,Paper,"Adams Telephone Message Book w/Frequently-Called Numbers Space, 400 Messages per Book",47.88,6,0.0,23.94,Low,6,2014
248,CA-2014-131926,2014-06-01,2014-06-06,Second Class,DW-13480,Dianna Wilson,Home Office,United States,Lakeville,Minnesota,55044,Central,OFF-AP-10002945,OFFICE SUPPLIES,Appliances,Honeywell Enviracaire Portable HEPA Air Cleaner for 17' x 22' Room,1503.25,5,0.0,496.07,High,6,2014
249,CA-2014-131926,2014-06-01,2014-06-06,Second Class,DW-13480,Dianna Wilson,Home Office,United States,Lakeville,Minnesota,55044,Central,OFF-PA-10000061,OFFICE SUPPLIES,Paper,Xerox 205,25.92,4,0.0,12.44,Low,6,2014
263,US-2014-106992,2014-09-19,2014-09-21,Second Class,SB-20290,Sean Braxton,Corporate,United States,Houston,Texas,77036,Central,TEC-MA-10000822,TECHNOLOGY,Machines,Lexmark MX611dhe Monochrome Laser Printer,3059.98,3,0.4,-510.0,High,9,2014
264,US-2014-106992,2014-09-19,2014-09-21,Second Class,SB-20290,Sean Braxton,Corporate,United States,Houston,Texas,77036,Central,TEC-MA-10003353,TECHNOLOGY,Machines,Xerox WorkCentre 6505DN Laser Multifunction Printer,2519.96,7,0.4,-252.0,High,9,2014
294,CA-2014-111451,2014-12-26,2014-12-28,First Class,KL-16555,Kelly Lampkin,Corporate,United States,Colorado Springs,Colorado,80906,West,FUR-FU-10004091,FURNITURE,Furnishings,"Howard Miller 13\" Diameter Goldtone Round Wall Clock",300.42,8,0.2,78.86,Medium,12,2014
295,CA-2014-111451,2014-12-26,2014-12-28,First Class,KL-16555,Kelly Lampkin,Corporate,United States,Colorado Springs,Colorado,80906,West,FUR-CH-10001891,FURNITURE,Chairs,Global Deluxe Office Fabric Chairs,230.35,3,0.2,20.16,Medium,12,2014
296,CA-2014-111451,2014-12-26,2014-12-28,First Class,KL-16555,Kelly Lampkin,Corporate,United States,Colorado Springs,Colorado,80906,West,FUR-FU-10002918,FURNITURE,Furnishings,Eldon ClusterMat Chair Mat with Cordless Antistatic Protection,218.35,3,0.2,-24.56,Medium,12,2014
297,CA-2014-111451,2014-12-26,2014-12-28,First Class,KL-16555,Kelly Lampkin,Corporate,United States,Colorado Springs,Colorado,80906,West,OFF-BI-10004593,OFFICE SUPPLIES,Binders,Ibico Laser Imprintable Binding System Covers,78.6,5,0.7,-62.88,Low,12,2014
298,CA-2014-111451,2014-12-26,2014-12-28,First Class,KL-16555,Kelly Lampkin,Corporate,United States,Colorado Springs,Colorado,80906,West,OFF-FA-10004854,OFFICE SUPPLIES,Fasteners,"Vinyl Coated Wire Paper Clips in Organizer Box, 800/Box",27.55,3,0.2,9.3,Low,12,2014
306,CA-2014-130960,2014-12-30,2015-01-04,Standard Class,KB-16600,Ken Brennan,Corporate,United States,Taylor,Michigan,48180,Central,OFF-AR-10003651,OFFICE SUPPLIES,Art,Newell 350,9.84,3,0.0,2.85,Low,12,2014
307,CA-2014-111003,2014-06-01,2014-06-06,Standard Class,CR-12625,Corey Roper,Home Office,United States,Lakewood,New Jersey,8701,East,OFF-BI-10001072,OFFICE SUPPLIES,Binders,"GBC Clear Cover, 8-1/2 x 11, unpunched, 25 covers per pack",45.48,3,0.0,20.92,Low,6,2014
308,CA-2014-111003,2014-06-01,2014-06-06,Standard Class,CR-12625,Corey Roper,Home Office,United States,Lakewood,New Jersey,8701,East,OFF-AR-10002135,OFFICE SUPPLIES,Art,Boston Heavy-Duty Trimline Electric Pencil Sharpeners,289.2,6,0.0,83.87,Medium,6,2014
314,CA-2014-120887,2014-09-27,2014-10-03,Standard Class,TS-21205,Thomas Seio,Corporate,United States,Hackensack,New Jersey,7601,East,FUR-FU-10001588,FURNITURE,Furnishings,"Deflect-o SuperTray Unbreakable Stackable Tray, Letter, Black",87.54,3,0.0,37.64,Low,9,2014
315,CA-2014-167850,2014-08-09,2014-08-16,Standard Class,AG-10525,Andy Gerbode,Corporate,United States,Saint Petersburg,Florida,33710,South,TEC-PH-10002398,TECHNOLOGY,Phones,AT&T 1070 Corded Phone,178.38,2,0.2,22.3,Medium,8,2014
316,CA-2014-167850,2014-08-09,2014-08-16,Standard Class,AG-10525,Andy Gerbode,Corporate,United States,Saint Petersburg,Florida,33710,South,OFF-PA-10001937,OFFICE SUPPLIES,Paper,Xerox 21,15.55,3,0.2,5.44,Low,8,2014
317,CA-2014-164259,2014-12-28,2014-12-30,First Class,SP-20860,Sung Pak,Corporate,United States,Philadelphia,Pennsylvania,19143,East,OFF-AR-10003373,OFFICE SUPPLIES,Art,"Boston School Pro Electric Pencil Sharpener, 1670",99.14,4,0.2,8.67,Low,12,2014
318,CA-2014-164973,2014-11-04,2014-11-09,Standard Class,NM-18445,Nathan Mautz,Home Office,United States,New York City,New York,10024,East,FUR-CH-10002602,FURNITURE,Chairs,DMI Arturo Collection Mission-style Design Wood Chair,135.88,1,0.1,24.16,Low,11,2014
319,CA-2014-164973,2014-11-04,2014-11-09,Standard Class,NM-18445,Nathan Mautz,Home Office,United States,New York City,New York,10024,East,TEC-MA-10002927,TECHNOLOGY,Machines,Canon imageCLASS MF7460 Monochrome Digital Laser Multifunction Copier,3991.98,2,0.0,1995.99,High,11,2014
320,CA-2014-164973,2014-11-04,2014-11-09,Standard Class,NM-18445,Nathan Mautz,Home Office,United States,New York City,New York,10024,East,TEC-PH-10004093,TECHNOLOGY,Phones,Panasonic Kx-TS550,275.94,6,0.0,80.02,Medium,11,2014
321,CA-2014-164973,2014-11-04,2014-11-09,Standard Class,NM-18445,Nathan Mautz,Home Office,United States,New York City,New York,10024,East,TEC-AC-10000892,TECHNOLOGY,Accessories,NETGEAR N750 Dual Band Wi-Fi Gigabit Router,360.0,4,0.0,129.6,Medium,11,2014
322,CA-2014-164973,2014-11-04,2014-11-09,Standard Class,NM-18445,Nathan Mautz,Home Office,United States,New York City,New York,10024,East,OFF-ST-10002974,OFFICE SUPPLIES,Storage,"Trav-L-File Heavy-Duty Shuttle II, Black",43.57,1,0.0,13.07,Low,11,2014
323,CA-2014-156601,2014-09-19,2014-09-24,Standard Class,FA-14230,Frank Atkinson,Corporate,United States,Long Beach,California,90805,West,OFF-FA-10000624,OFFICE SUPPLIES,Fasteners,OIC Binder Clips,7.16,2,0.0,3.58,Low,9,2014
338,CA-2014-129924,2014-07-12,2014-07-17,Standard Class,AC-10420,Alyssa Crouse,Corporate,United States,San Francisco,California,94122,West,OFF-BI-10003314,OFFICE SUPPLIES,Binders,Tuff Stuff Recycled Round Ring Binders,7.71,2,0.2,2.8,Low,7,2014
339,CA-2014-129924,2014-07-12,2014-07-17,Standard Class,AC-10420,Alyssa Crouse,Corporate,United States,San Francisco,California,94122,West,FUR-TA-10004575,FURNITURE,Tables,Hon 5100 Series Wood Tables,698.35,3,0.2,-17.46,High,7,2014
341,CA-2014-122336,2014-04-13,2014-04-17,Second Class,JD-15895,Jonathan Doherty,Corporate,United States,Philadelphia,Pennsylvania,19140,East,OFF-AR-10000122,OFFICE SUPPLIES,Art,Newell 314,17.86,4,0.2,1.12,Low,4,2014
342,CA-2014-122336,2014-04-13,2014-04-17,Second Class,JD-15895,Jonathan Doherty,Corporate,United States,Philadelphia,Pennsylvania,19140,East,OFF-BI-10003656,OFFICE SUPPLIES,Binders,Fellowes PB200 Plastic Comb Binding Machine,509.97,10,0.7,-407.98,High,4,2014
343,CA-2014-122336,2014-04-13,2014-04-17,Second Class,JD-15895,Jonathan Doherty,Corporate,United States,Philadelphia,Pennsylvania,19140,East,OFF-FA-10002780,OFFICE SUPPLIES,Fasteners,Staples,30.99,13,0.2,10.07,Low,4,2014
366,CA-2014-123344,2014-09-24,2014-09-29,Standard Class,JD-16060,Julia Dunbar,Consumer,United States,San Francisco,California,94109,West,OFF-ST-10001713,OFFICE SUPPLIES,Storage,"Gould Plastics 9-Pocket Panel Bin, 18-3/8w x 5-1/4d x 20-1/2h, Black",211.96,4,0.0,8.48,Medium,9,2014
373,US-2014-119137,2014-07-23,2014-07-27,Standard Class,AG-10900,Arthur Gainer,Consumer,United States,Tucson,Arizona,85705,West,OFF-BI-10001982,OFFICE SUPPLIES,Binders,Wilson Jones Custom Binder Spines & Labels,8.16,5,0.7,-5.71,Low,7,2014
374,US-2014-119137,2014-07-23,2014-07-27,Standard Class,AG-10900,Arthur Gainer,Consumer,United States,Tucson,Arizona,85705,West,TEC-AC-10003911,TECHNOLOGY,Accessories,NETGEAR AC1750 Dual Band Gigabit�Smart WiFi Router,1023.94,8,0.2,179.19,High,7,2014
375,US-2014-119137,2014-07-23,2014-07-27,Standard Class,AG-10900,Arthur Gainer,Consumer,United States,Tucson,Arizona,85705,West,OFF-AR-10000658,OFFICE SUPPLIES,Art,Newell 324,9.24,1,0.2,0.92,Low,7,2014
376,US-2014-119137,2014-07-23,2014-07-27,Standard Class,AG-10900,Arthur Gainer,Consumer,United States,Tucson,Arizona,85705,West,TEC-AC-10002076,TECHNOLOGY,Accessories,Microsoft Natural Keyboard Elite,479.04,10,0.2,-29.94,Medium,7,2014
389,CA-2014-115973,2014-11-24,2014-11-26,First Class,NG-18430,Nathan Gelder,Consumer,United States,Cincinnati,Ohio,45231,East,OFF-AR-10004757,OFFICE SUPPLIES,Art,Crayola Colored Pencils,2.62,1,0.2,0.43,Low,11,2014
392,US-2014-135972,2014-09-21,2014-09-23,Second Class,JG-15115,Jack Garza,Consumer,United States,Des Moines,Washington,98198,West,TEC-PH-10003012,TECHNOLOGY,Phones,Nortel Meridian M3904 Professional Digital phone,246.38,2,0.2,27.72,Medium,9,2014
393,US-2014-135972,2014-09-21,2014-09-23,Second Class,JG-15115,Jack Garza,Consumer,United States,Des Moines,Washington,98198,West,TEC-CO-10002313,TECHNOLOGY,Copiers,Canon PC1080F Personal Copier,1799.97,3,0.0,701.99,High,9,2014
394,US-2014-134971,2014-06-07,2014-06-10,Second Class,BP-11095,Bart Pistole,Corporate,United States,Peoria,Illinois,61604,Central,OFF-BI-10003982,OFFICE SUPPLIES,Binders,Wilson Jones Century Plastic Molded Ring Binders,12.46,3,0.8,-20.56,Low,6,2014
403,CA-2014-113166,2014-12-24,2014-12-26,First Class,LF-17185,Luke Foster,Consumer,United States,Miami,Florida,33180,South,OFF-PA-10001947,OFFICE SUPPLIES,Paper,Xerox 1974,9.57,2,0.2,3.47,Low,12,2014
404,CA-2014-155208,2014-04-16,2014-04-20,Standard Class,SP-20650,Stephanie Phelps,Corporate,United States,Wilmington,North Carolina,28403,South,OFF-AR-10003478,OFFICE SUPPLIES,Art,"Avery Hi-Liter EverBold Pen Style Fluorescent Highlighters, 4/Pack",39.07,6,0.2,9.77,Low,4,2014
422,CA-2014-142048,2014-06-22,2014-06-25,First Class,JE-15745,Joel Eaton,Consumer,United States,Louisville,Colorado,80027,West,TEC-AC-10004114,TECHNOLOGY,Accessories,KeyTronic�6101 Series -�Keyboard�- Black,196.75,6,0.2,56.57,Medium,6,2014
428,CA-2014-101476,2014-09-12,2014-09-13,First Class,SD-20485,Shirley Daniels,Home Office,United States,New Rochelle,New York,10801,East,TEC-MA-10000029,TECHNOLOGY,Machines,"Epson WorkForce WF-2530 All-in-One Printer, Copier Scanner",69.99,1,0.0,30.1,Low,9,2014
435,US-2014-150574,2014-12-19,2014-12-25,Standard Class,MK-18160,Mike Kennedy,Consumer,United States,Jacksonville,Florida,32216,South,OFF-BI-10000773,OFFICE SUPPLIES,Binders,Insertable Tab Post Binder Dividers,4.81,2,0.7,-3.69,Low,12,2014
436,US-2014-150574,2014-12-19,2014-12-25,Standard Class,MK-18160,Mike Kennedy,Consumer,United States,Jacksonville,Florida,32216,South,TEC-AC-10002600,TECHNOLOGY,Accessories,Belkin QODE FastFit Bluetooth Keyboard,247.8,5,0.2,-18.59,Medium,12,2014
457,US-2014-110674,2014-02-12,2014-02-18,Standard Class,SC-20095,Sanjit Chand,Consumer,United States,Concord,California,94521,West,FUR-CH-10000225,FURNITURE,Chairs,"Global Geo Office Task Chair, Gray",129.57,2,0.2,-24.29,Low,2,2014
472,CA-2014-144666,2014-11-09,2014-11-11,Second Class,JP-15520,Jeremy Pistek,Consumer,United States,San Francisco,California,94110,West,OFF-ST-10002743,OFFICE SUPPLIES,Storage,SAFCO Boltless Steel Shelving,340.92,3,0.0,3.41,Medium,11,2014
473,CA-2014-144666,2014-11-09,2014-11-11,Second Class,JP-15520,Jeremy Pistek,Consumer,United States,San Francisco,California,94110,West,FUR-BO-10001601,FURNITURE,Bookcases,"Sauder Mission Library with Doors, Fruitwood Finish",222.67,2,0.15,10.48,Medium,11,2014
474,CA-2014-144666,2014-11-09,2014-11-11,Second Class,JP-15520,Jeremy Pistek,Consumer,United States,San Francisco,California,94110,West,TEC-PH-10002680,TECHNOLOGY,Phones,Samsung Galaxy Note 3,703.97,4,0.2,88.0,High,11,2014
